"Textsorte","Anzahl"
Anderes,0
Bild,1
Fotografie,3
Brief,204
Briefentwurf,0
Karte,1
Postkarte,25
Bildpostkarte,38
Briefkarte,36
Visitenkarte,6
Kartenbrief,21
Telegramm,5
Telegrammentwurf,0
Umschlag,0
Widmung,0
Widmung Umschlag,0
Widmung Vorsatzblatt,13
Widmung Schmutztitel,5
Widmung Vortitel,0
Widmung Titelblatt,4
