year,"erhaltene Korrespondenzstücke","Erwähnungen im Tagebuch"
1888,0,0
1889,0,0
1890,0,0
1891,0,50
1892,0,58
1893,0,66
1894,0,59
1895,0,71
1896,0,56
1897,0,40
1898,1,18
1899,0,11
1900,1,21
1901,0,13
1902,0,28
1903,0,39
1904,0,36
1905,0,46
1906,1,35
1907,6,40
1908,0,31
1909,0,32
1910,2,43
1911,4,49
1912,3,52
1913,3,33
1914,0,34
1915,0,28
1916,0,17
1917,0,15
1918,0,35
1919,0,43
1920,0,29
1921,2,39
1922,1,28
1923,0,22
1924,0,14
1925,5,11
1926,4,6
1927,1,10
1928,0,18
1929,0,17
1930,0,7
1931,0,3
