year,"erhaltene Korrespondenzstücke","Erwähnungen im Tagebuch"
1888,0,0
1889,0,0
1890,0,0
1891,2,4
1892,0,1
1893,0,2
1894,8,20
1895,1,31
1896,2,27
1897,5,13
1898,3,7
1899,1,1
1900,1,1
1901,0,2
1902,0,3
1903,0,7
1904,2,12
1905,6,8
1906,1,6
1907,7,5
1908,3,6
1909,6,14
1910,3,13
1911,3,10
1912,0,6
1913,0,6
1914,0,0
1915,0,3
1916,0,9
1917,0,3
1918,0,1
1919,0,0
1920,0,4
1921,0,1
1922,0,2
1923,0,1
1924,0,0
1925,0,1
1926,0,2
1927,0,1
1928,0,0
1929,0,1
1930,0,1
1931,0,0
