year,"erhaltene Korrespondenzstücke","Erwähnungen im Tagebuch"
1888,0,0
1889,0,0
1890,0,0
1891,1,1
1892,3,3
1893,1,3
1894,2,1
1895,0,3
1896,2,2
1897,1,1
1898,0,2
1899,0,0
1900,0,0
1901,0,0
1902,0,2
1903,0,0
1904,0,0
1905,0,1
1906,0,0
1907,0,1
1908,0,0
1909,0,0
1910,0,1
1911,0,1
1912,2,0
1913,0,0
1914,0,1
1915,0,0
1916,0,1
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
