year,"erhaltene Korrespondenzstücke","Erwähnungen im Tagebuch"
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,1,1
1905,0,1
1906,0,2
1907,0,3
1908,1,5
1909,0,2
1910,1,4
1911,2,1
1912,2,4
1913,1,3
1914,0,4
1915,0,0
1916,0,1
1917,1,1
1918,0,5
1919,0,4
1920,0,2
1921,0,1
1922,3,3
1923,3,1
1924,2,4
1925,3,7
1926,1,1
1927,1,1
1928,1,0
1929,4,0
1930,1,3
1931,0,0
