year,"erhaltene Korrespondenzstücke","Erwähnungen im Tagebuch"
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,2,2
1895,15,29
1896,3,3
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,1,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,1,1
1907,0,0
1908,1,0
1909,0,0
1910,0,0
1911,0,0
1912,1,1
1913,0,1
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,2
1922,0,1
1923,0,0
1924,0,0
1925,0,1
1926,0,0
1927,0,0
1928,0,1
1929,0,0
1930,0,0
1931,0,0
