year,"erhaltene Korrespondenzstücke","Erwähnungen im Tagebuch"
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,3,0
1893,13,7
1894,3,16
1895,1,2
1896,0,3
1897,0,2
1898,0,0
1899,0,1
1900,0,0
1901,0,1
1902,0,1
1903,0,2
1904,1,1
1905,0,0
1906,0,1
1907,0,0
1908,2,0
1909,0,2
1910,0,4
1911,0,7
1912,0,5
1913,0,4
1914,0,2
1915,0,2
1916,0,3
1917,0,3
1918,0,3
1919,0,4
1920,0,5
1921,0,1
1922,0,8
1923,0,0
1924,0,0
1925,0,0
1926,0,1
1927,0,1
1928,0,1
1929,0,1
1930,0,0
1931,0,0
