year,"erhaltene Korrespondenzstücke","Erwähnungen im Tagebuch"
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,1,0
1898,0,0
1899,0,0
1900,2,0
1901,1,0
1902,2,0
1903,0,0
1904,0,1
1905,2,1
1906,0,0
1907,0,0
1908,0,0
1909,1,1
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,1
1916,0,0
1917,0,3
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,1
1924,0,1
1925,0,0
1926,0,0
1927,0,1
1928,0,0
1929,0,0
1930,0,0
1931,0,0
